ts_code,name,industry,trade_date,last_close,total_mv,recent_return,rebound_ratio
002487.SZ,大金重工,电气设备,20250415,26.442308692824625,166.89900463,0.09819555182543027,0.38912230268350856
600315.SH,上海家化,日用化工,20250415,22.643786610878664,146.88137663,0.11936475409836067,0.17099071507239186
