ts_code,name,trade_date,last_close,total_mv,recent_return,rebound_ratio
002080.SZ,中材科技,20250625,20.46879805155267,3074322.4059,0.10427968655816766,0.2888876487988666
002309.SZ,ST中利,20250625,3.48,1046667.554,0.10126582278481,0.2473988439306358
002414.SZ,高德红外,20250625,17.795625491738786,4031574.886,0.11981020166073542,0.3903222580118758
002626.SZ,金达威,20250625,21.932609444798977,1244876.8676,0.12803623931893204,0.30157573316183417
601330.SH,绿色动力,20250625,8.463154375614554,1075745.7492,0.056087551299589755,0.39366495736400425
