ts_code,name,trade_date,last_close,total_mv,recent_return,rebound_ratio
000902.SZ,新洋丰,20250701,15.07299585749793,1754116.9689,0.018208302986161717,0.36733245770238887
002539.SZ,云图控股,20250701,10.700876456111567,1181153.8392,0.09395973154362425,0.24764044055242654
300672.SZ,国科微,20250701,88.01052057356607,1871969.7333,0.09334178820545347,0.24612069300601394
600711.SH,ST盛屯,20250701,6.7989028014860935,2036713.0121,0.09833333333333338,0.31981545044928505
603259.SH,药明康德,20250701,75.38955863808323,20306575.6394,0.06315789473684208,0.278280909632066
